Outlet_Establishment_Year,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Total_Revenue,Price_Range,Total_Sales_Year,Average_Sales_Year
1985,DRH01,17.5,Low Fat,0.1,Soft Drinks,172.87,OUT027,Medium,Tier 3,Supermarket Type3,3649.25,630845.85,High,3633620.22,2483.68
1999,FDU07,11.1,Low Fat,0.06,Fruits and Veg,149.14,OUT049,Medium,Tier 1,Supermarket Type1,4231.82,631133.63,Medium,2183969.98,2348.35
2009,FDX19,19.1,Low Fat,0.1,Fruits and Veg,234.5,OUT018,Medium,Tier 3,Supermarket Type2,1635.87,383611.51,High,1851822.95,1995.5
1998,FDK15,10.8,Low Fat,0.16,Meat,98.4,OUT010,Medium,Tier 3,Grocery Store,99.2,9761.28,Medium,188340.22,339.35
2009,FDU12,15.5,Regular,0.08,Baking Goods,265.16,OUT018,Medium,Tier 3,Supermarket Type2,2109.25,559288.73,High,1851822.95,1995.5
2002,FDB36,5.5,Regular,0.05,Baking Goods,129.26,OUT045,Medium,Tier 2,Supermarket Type1,1311.63,169541.29,Medium,2036725.6,2192.38
1987,FDC34,16.0,Regular,0.17,Snack Foods,154.6,OUT013,High,Tier 3,Supermarket Type1,1869.57,289035.52,High,2142663.66,2299.0
1985,FDD38,16.8,Regular,0.0,Canned,100.37,OUT027,Medium,Tier 3,Supermarket Type3,1833.61,184039.44,Medium,3633620.22,2483.68
2004,FDN51,17.9,Regular,0.02,Meat,260.29,OUT035,Small,Tier 2,Supermarket Type1,4175.9,1086945.01,High,2268123.09,2438.84
2004,FDN09,14.2,Low Fat,0.03,Snack Foods,243.78,OUT035,Small,Tier 2,Supermarket Type1,6579.44,1603935.88,High,2268123.09,2438.84
1985,FDO10,13.7,Regular,0.01,Snack Foods,56.46,OUT027,Medium,Tier 3,Supermarket Type3,973.4,54958.16,Low,3633620.22,2483.68
1998,FDB49,8.3,Regular,0.05,Baking Goods,97.64,OUT010,Medium,Tier 3,Grocery Store,197.08,19242.89,Medium,188340.22,339.35
2007,NCO42,21.3,Low Fat,0.02,Household,147.41,OUT017,Medium,Tier 2,Supermarket Type1,3791.07,558841.63,Medium,2167465.52,2340.68
1997,NCU41,18.9,Low Fat,0.05,Health and Hygiene,189.18,OUT046,Small,Tier 1,Supermarket Type1,2101.93,397643.12,High,2118395.35,2277.84
2007,NCE54,20.7,Low Fat,0.03,Household,73.94,OUT017,Medium,Tier 2,Supermarket Type1,1655.18,122384.01,Medium,2167465.52,2340.68
2007,FDT32,19.0,Regular,0.07,Fruits and Veg,188.42,OUT017,Medium,Tier 2,Supermarket Type1,2826.32,532535.21,High,2167465.52,2340.68
2009,NCP06,20.7,Low Fat,0.04,Household,149.84,OUT018,Medium,Tier 3,Supermarket Type2,2267.05,339694.77,Medium,1851822.95,1995.5
2009,FDM04,9.2,Regular,0.05,Frozen Foods,50.77,OUT018,Medium,Tier 3,Supermarket Type2,512.67,26028.26,Low,1851822.95,1995.5
1997,NCC42,15.0,Low Fat,0.04,Health and Hygiene,140.28,OUT046,Small,Tier 1,Supermarket Type1,1404.84,197070.96,Medium,2118395.35,2277.84
2009,FDA01,15.0,Regular,0.05,Canned,59.49,OUT018,Medium,Tier 3,Supermarket Type2,644.49,38340.71,Low,1851822.95,1995.5
1999,FDM36,11.7,Regular,0.06,Baking Goods,173.54,OUT049,Medium,Tier 1,Supermarket Type1,3448.84,598511.69,High,2183969.98,2348.35
2004,DRL35,15.7,Low Fat,0.03,Hard Drinks,42.88,OUT035,Small,Tier 2,Supermarket Type1,1168.48,50104.42,Low,2268123.09,2438.84
1997,NCJ05,18.7,Low Fat,0.05,Health and Hygiene,153.67,OUT046,Small,Tier 1,Supermarket Type1,3506.77,538885.35,High,2118395.35,2277.84
2002,FDU34,18.3,Low Fat,0.08,Snack Foods,126.3,OUT045,Medium,Tier 2,Supermarket Type1,747.03,94349.89,Medium,2036725.6,2192.38
2007,NCQ06,13.0,Low Fat,0.04,Household,254.1,OUT017,Medium,Tier 2,Supermarket Type1,3315.02,842346.58,High,2167465.52,2340.68
2007,FDR19,13.5,Regular,0.16,Fruits and Veg,147.01,OUT017,Medium,Tier 2,Supermarket Type1,2770.39,407275.03,Medium,2167465.52,2340.68
2004,NCM54,17.7,Low Fat,0.05,Household,129.17,OUT035,Small,Tier 2,Supermarket Type1,1780.35,229967.81,Medium,2268123.09,2438.84
1985,NCK42,7.5,Low Fat,0.01,Household,215.92,OUT027,Medium,Tier 3,Supermarket Type3,7334.45,1583654.44,High,3633620.22,2483.68
2004,FDX51,9.5,Regular,0.02,Meat,195.45,OUT035,Small,Tier 2,Supermarket Type1,4502.14,879943.26,High,2268123.09,2438.84
1985,FDG05,11.0,Regular,0.09,Frozen Foods,154.46,OUT027,Medium,Tier 3,Supermarket Type3,2972.8,459178.69,High,3633620.22,2483.68
1985,FDO27,6.2,Regular,0.18,Meat,95.78,OUT027,Medium,Tier 3,Supermarket Type3,3930.88,376499.69,Medium,3633620.22,2483.68
1999,FDN49,17.3,Regular,0.13,Breakfast,40.05,OUT049,Medium,Tier 1,Supermarket Type1,399.48,15999.17,Low,2183969.98,2348.35
1987,NCB54,8.8,Low Fat,0.05,Health and Hygiene,126.73,OUT013,High,Tier 3,Supermarket Type1,639.17,81002.01,Medium,2142663.66,2299.0
2009,DRM23,16.6,Low Fat,0.14,Hard Drinks,171.44,OUT018,Medium,Tier 3,Supermarket Type2,2241.75,384325.62,High,1851822.95,1995.5
2002,FDT24,12.4,Regular,0.19,Baking Goods,78.73,OUT045,Medium,Tier 2,Supermarket Type1,1390.19,109449.66,Medium,2036725.6,2192.38
2009,NCO07,9.1,Low Fat,0.01,Others,211.86,OUT018,Medium,Tier 3,Supermarket Type2,3621.95,767346.33,High,1851822.95,1995.5
2004,FDD11,12.9,Low Fat,0.0,Starchy Foods,254.7,OUT035,Small,Tier 2,Supermarket Type1,2530.04,644401.19,High,2268123.09,2438.84
1987,FDV04,7.8,Regular,0.15,Frozen Foods,159.03,OUT013,High,Tier 3,Supermarket Type1,1257.03,199905.48,High,2142663.66,2299.0
1997,NCY53,20.0,Low Fat,0.06,Health and Hygiene,113.35,OUT046,Small,Tier 1,Supermarket Type1,2572.65,291609.88,Medium,2118395.35,2277.84
1987,FDT48,4.9,Low Fat,0.05,Baking Goods,198.81,OUT013,High,Tier 3,Supermarket Type1,2976.13,591684.41,High,2142663.66,2299.0
2004,NCI55,18.6,Low Fat,0.01,Household,123.14,OUT035,Small,Tier 2,Supermarket Type1,2314.99,285067.87,Medium,2268123.09,2438.84
1985,FDY55,16.8,Low Fat,0.0,Fruits and Veg,258.4,OUT019,Small,Tier 1,Grocery Store,257.0,66408.8,High,3633620.22,2483.68
1985,FDM58,16.8,Regular,0.0,Snack Foods,112.25,OUT027,Medium,Tier 3,Supermarket Type3,3914.9,439447.53,Medium,3633620.22,2483.68
2007,FDM51,11.8,Regular,0.03,Meat,99.87,OUT017,Medium,Tier 2,Supermarket Type1,1018.67,101734.57,Medium,2167465.52,2340.68
1998,FDH27,7.1,Low Fat,0.1,Dairy,141.81,OUT010,Medium,Tier 3,Grocery Store,143.81,20393.7,Medium,188340.22,339.35
1997,NCC19,6.6,Low Fat,0.1,Household,191.48,OUT046,Small,Tier 1,Supermarket Type1,5020.13,961254.49,High,2118395.35,2277.84
2007,FDP22,14.7,Regular,0.1,Snack Foods,50.97,OUT017,Medium,Tier 2,Supermarket Type1,717.73,36582.7,Low,2167465.52,2340.68
1987,NCN42,20.3,Low Fat,0.0,Household,145.64,OUT013,High,Tier 3,Supermarket Type1,3384.26,492883.63,Medium,2142663.66,2299.0
2002,DRE03,19.6,Low Fat,0.02,Dairy,45.37,OUT045,Medium,Tier 2,Supermarket Type1,614.53,27881.23,Low,2036725.6,2192.38
1985,FDI07,12.4,Regular,0.06,Meat,199.34,OUT019,Small,Tier 1,Grocery Store,395.49,78836.98,High,3633620.22,2483.68
1985,FDX09,9.0,Low Fat,0.11,Snack Foods,174.94,OUT019,Small,Tier 1,Grocery Store,176.44,30866.41,High,3633620.22,2483.68
2009,FDM32,20.5,Low Fat,0.02,Fruits and Veg,88.18,OUT018,Medium,Tier 3,Supermarket Type2,719.06,63406.71,Medium,1851822.95,1995.5
1985,FDV04,7.8,Regular,0.15,Frozen Foods,158.43,OUT027,Medium,Tier 3,Supermarket Type3,2985.45,472984.84,High,3633620.22,2483.68
1985,FDF50,4.9,Low Fat,0.12,Canned,198.98,OUT027,Medium,Tier 3,Supermarket Type3,4729.84,941143.56,High,3633620.22,2483.68
2009,FDE34,9.2,Low Fat,0.11,Snack Foods,183.66,OUT018,Medium,Tier 3,Supermarket Type2,2726.45,500739.81,High,1851822.95,1995.5
1997,FDG40,13.7,Low Fat,0.04,Frozen Foods,32.86,OUT046,Small,Tier 1,Supermarket Type1,645.16,21199.96,Low,2118395.35,2277.84
1987,FDK43,9.8,Low Fat,0.03,Meat,126.0,OUT013,High,Tier 3,Supermarket Type1,2150.53,270966.78,Medium,2142663.66,2299.0
1985,FDS45,5.2,Regular,0.05,Snack Foods,107.36,OUT019,Small,Tier 1,Grocery Store,317.59,34096.46,Medium,3633620.22,2483.68
2002,FDA33,6.5,Low Fat,0.03,Snack Foods,148.01,OUT045,Medium,Tier 2,Supermarket Type1,886.85,131262.67,Medium,2036725.6,2192.38
1997,FDZ15,13.1,Low Fat,0.02,Dairy,117.38,OUT046,Small,Tier 1,Supermarket Type1,1787.67,209836.7,Medium,2118395.35,2277.84
1999,FDW44,9.5,Regular,0.04,Fruits and Veg,171.34,OUT049,Medium,Tier 1,Supermarket Type1,2386.23,408856.65,High,2183969.98,2348.35
1997,FDW49,19.5,Low Fat,0.08,Canned,179.8,OUT046,Small,Tier 1,Supermarket Type1,716.4,128808.72,High,2118395.35,2277.84
2004,FDP03,5.2,Regular,0.06,Meat,125.64,OUT035,Small,Tier 2,Supermarket Type1,2848.29,357859.16,Medium,2268123.09,2438.84
1998,FDU40,20.9,Low Fat,0.06,Frozen Foods,192.25,OUT010,Medium,Tier 3,Grocery Store,387.5,74496.88,High,188340.22,339.35
1985,FDK15,10.8,Low Fat,0.17,Meat,98.2,OUT019,Small,Tier 1,Grocery Store,198.41,19483.86,Medium,3633620.22,2483.68
1985,FDU22,12.4,Low Fat,0.16,Snack Foods,120.21,OUT019,Small,Tier 1,Grocery Store,474.05,56985.55,Medium,3633620.22,2483.68
1985,FDW45,18.0,Low Fat,0.04,Snack Foods,147.74,OUT027,Medium,Tier 3,Supermarket Type3,1618.56,239126.05,Medium,3633620.22,2483.68
1997,FDQ56,6.6,Low Fat,0.11,Fruits and Veg,83.49,OUT046,Small,Tier 1,Supermarket Type1,1342.25,112064.45,Medium,2118395.35,2277.84
2004,FDO32,6.4,Low Fat,0.12,Fruits and Veg,45.91,OUT035,Small,Tier 2,Supermarket Type1,419.45,19256.95,Low,2268123.09,2438.84
2002,DRK47,7.9,Low Fat,0.06,Hard Drinks,229.47,OUT045,Medium,Tier 2,Supermarket Type1,2055.32,471634.28,High,2036725.6,2192.38
1999,FDT24,12.4,Regular,0.19,Baking Goods,78.23,OUT049,Medium,Tier 1,Supermarket Type1,1158.49,90628.67,Medium,2183969.98,2348.35
2007,FDP36,10.4,Regular,0.09,Baking Goods,49.0,OUT017,Medium,Tier 2,Supermarket Type1,860.21,42150.29,Low,2167465.52,2340.68
2009,DRG48,5.8,Low Fat,0.01,Soft Drinks,147.31,OUT018,Medium,Tier 3,Supermarket Type2,2332.96,343668.34,Medium,1851822.95,1995.5
1998,FDV60,20.2,Regular,0.2,Baking Goods,194.61,OUT010,Medium,Tier 3,Grocery Store,392.82,76446.7,High,188340.22,339.35
2002,NCX18,14.2,Low Fat,0.01,Household,196.51,OUT045,Medium,Tier 2,Supermarket Type1,2749.75,540353.37,High,2036725.6,2192.38
1987,FDP60,17.4,Low Fat,0.0,Baking Goods,101.9,OUT013,High,Tier 3,Supermarket Type1,1821.63,185624.1,Medium,2142663.66,2299.0
1997,FDY33,14.5,Regular,0.1,Snack Foods,159.43,OUT046,Small,Tier 1,Supermarket Type1,2705.15,431282.06,High,2118395.35,2277.84
2004,FDL43,10.1,Low Fat,0.03,Meat,76.47,OUT035,Small,Tier 2,Supermarket Type1,1761.04,134666.73,Medium,2268123.09,2438.84
1998,FDD56,15.2,Regular,0.17,Fruits and Veg,175.81,OUT010,Medium,Tier 3,Grocery Store,1050.63,184711.26,High,188340.22,339.35
1997,FDD41,6.8,Regular,0.09,Frozen Foods,105.03,OUT046,Small,Tier 1,Supermarket Type1,2090.61,219576.77,Medium,2118395.35,2277.84
1985,FDP11,15.9,Low Fat,0.07,Breads,216.92,OUT027,Medium,Tier 3,Supermarket Type3,4354.33,944541.26,High,3633620.22,2483.68
1997,FDY36,12.3,Low Fat,0.01,Baking Goods,73.74,OUT046,Small,Tier 1,Supermarket Type1,1318.28,97209.97,Medium,2118395.35,2277.84
1999,FDJ04,18.0,Low Fat,0.12,Frozen Foods,117.21,OUT049,Medium,Tier 1,Supermarket Type1,2133.22,250034.72,Medium,2183969.98,2348.35
1985,NCN53,5.2,Low Fat,0.05,Health and Hygiene,36.39,OUT019,Small,Tier 1,Grocery Store,105.86,3852.25,Low,3633620.22,2483.68
1987,FDK14,7.0,Low Fat,0.04,Canned,82.59,OUT013,High,Tier 3,Supermarket Type1,1310.29,108216.85,Medium,2142663.66,2299.0
2002,FDG59,15.9,Low Fat,0.04,Starchy Foods,39.62,OUT045,Medium,Tier 2,Supermarket Type1,1004.03,39779.67,Low,2036725.6,2192.38
1987,NCS53,14.5,Low Fat,0.09,Health and Hygiene,158.36,OUT013,High,Tier 3,Supermarket Type1,1109.22,175656.08,High,2142663.66,2299.0
1997,FDH47,13.5,Regular,0.13,Starchy Foods,96.41,OUT046,Small,Tier 1,Supermarket Type1,2527.38,243664.71,Medium,2118395.35,2277.84
1987,NCM26,20.5,Low Fat,0.02,Others,154.63,OUT013,High,Tier 3,Supermarket Type1,2297.01,355186.66,High,2142663.66,2299.0
2002,FDO13,7.9,Low Fat,0.06,Breakfast,164.55,OUT045,Medium,Tier 2,Supermarket Type1,1644.53,270607.41,High,2036725.6,2192.38
1998,FDV24,5.6,Low Fat,0.17,Baking Goods,148.21,OUT010,Medium,Tier 3,Grocery Store,449.42,66608.54,Medium,188340.22,339.35
2007,FDE58,18.5,Low Fat,0.0,Snack Foods,119.81,OUT017,Medium,Tier 2,Supermarket Type1,4029.42,482764.81,Medium,2167465.52,2340.68
1985,FDR45,10.8,Low Fat,0.0,Snack Foods,240.62,OUT027,Medium,Tier 3,Supermarket Type3,4302.4,1035243.49,High,3633620.22,2483.68
2009,FDZ48,17.8,Low Fat,0.08,Baking Goods,113.15,OUT018,Medium,Tier 3,Supermarket Type2,1006.69,113906.97,Medium,1851822.95,1995.5
1997,FDI08,18.2,Regular,0.07,Fruits and Veg,247.11,OUT046,Small,Tier 1,Supermarket Type1,2241.08,553793.28,High,2118395.35,2277.84
1985,NCT29,12.6,Low Fat,0.11,Health and Hygiene,123.34,OUT019,Small,Tier 1,Grocery Store,243.68,30055.49,Medium,3633620.22,2483.68
1997,FDA47,10.5,Regular,0.12,Baking Goods,161.72,OUT046,Small,Tier 1,Supermarket Type1,3588.66,580358.1,High,2118395.35,2277.84
1985,FDF56,16.7,Regular,0.12,Fruits and Veg,180.4,OUT027,Medium,Tier 3,Supermarket Type3,7425.0,1339470.0,High,3633620.22,2483.68
2009,FDG12,6.6,Regular,0.01,Baking Goods,120.31,OUT018,Medium,Tier 3,Supermarket Type2,1446.12,173982.7,Medium,1851822.95,1995.5
1997,NCE07,8.2,Low Fat,0.01,Household,142.62,OUT046,Small,Tier 1,Supermarket Type1,709.08,101128.99,Medium,2118395.35,2277.84
2007,NCC18,19.1,Low Fat,0.18,Household,172.44,OUT017,Medium,Tier 2,Supermarket Type1,1551.98,267623.43,High,2167465.52,2340.68
1998,FDE33,19.4,Regular,0.08,Fruits and Veg,80.36,OUT010,Medium,Tier 3,Grocery Store,157.13,12626.97,Medium,188340.22,339.35
2002,FDQ12,12.7,Low Fat,0.04,Baking Goods,231.4,OUT045,Medium,Tier 2,Supermarket Type1,2526.71,584680.69,High,2036725.6,2192.38
1999,FDZ22,9.4,Low Fat,0.05,Snack Foods,85.03,OUT049,Medium,Tier 1,Supermarket Type1,2080.63,176915.97,Medium,2183969.98,2348.35
1997,NCL55,12.2,Low Fat,0.0,Others,254.9,OUT046,Small,Tier 1,Supermarket Type1,4048.06,1031850.49,High,2118395.35,2277.84
2002,FDV02,16.8,Low Fat,0.06,Dairy,172.41,OUT045,Medium,Tier 2,Supermarket Type1,2908.88,501520.0,High,2036725.6,2192.38
1985,FDQ10,12.9,Low Fat,0.06,Snack Foods,172.04,OUT019,Small,Tier 1,Grocery Store,517.33,89001.45,High,3633620.22,2483.68
1998,FDZ21,17.6,Regular,0.07,Snack Foods,94.84,OUT010,Medium,Tier 3,Grocery Store,193.08,18311.71,Medium,188340.22,339.35
2009,DRD25,6.1,Low Fat,0.08,Soft Drinks,111.29,OUT018,Medium,Tier 3,Supermarket Type2,2263.72,251929.4,Medium,1851822.95,1995.5
2007,DRK35,8.4,Low Fat,0.07,Hard Drinks,39.65,OUT017,Medium,Tier 2,Supermarket Type1,834.91,33104.18,Low,2167465.52,2340.68
1997,FDK28,5.7,Low Fat,0.07,Frozen Foods,258.26,OUT046,Small,Tier 1,Supermarket Type1,5410.96,1397434.53,High,2118395.35,2277.84
1985,FDH04,6.1,Regular,0.02,Frozen Foods,91.05,OUT019,Small,Tier 1,Grocery Store,271.65,24733.73,Medium,3633620.22,2483.68
1997,FDP07,18.2,Low Fat,0.09,Fruits and Veg,197.51,OUT046,Small,Tier 1,Supermarket Type1,392.82,77585.88,High,2118395.35,2277.84
2007,FDC05,13.1,Regular,0.1,Frozen Foods,198.18,OUT017,Medium,Tier 2,Supermarket Type1,1970.77,390567.2,High,2167465.52,2340.68
2009,NCI18,18.4,Low Fat,0.01,Household,223.57,OUT018,Medium,Tier 3,Supermarket Type2,3589.99,802614.06,High,1851822.95,1995.5
2009,FDH27,7.1,Low Fat,0.06,Dairy,142.71,OUT018,Medium,Tier 3,Supermarket Type2,1869.57,266806.33,Medium,1851822.95,1995.5
2004,DRK59,8.9,Low Fat,0.08,Hard Drinks,235.86,OUT035,Small,Tier 2,Supermarket Type1,3046.7,718594.66,High,2268123.09,2438.84
1998,DRN47,12.1,Low Fat,0.03,Hard Drinks,178.17,OUT010,Medium,Tier 3,Grocery Store,539.3,96087.08,High,188340.22,339.35
1987,FDO13,7.9,Low Fat,0.06,Breakfast,166.05,OUT013,High,Tier 3,Supermarket Type1,3617.96,600762.26,High,2142663.66,2299.0
2002,NCO18,13.2,Low Fat,0.02,Household,176.87,OUT045,Medium,Tier 2,Supermarket Type1,2133.22,377302.62,High,2036725.6,2192.38
2009,FDC26,10.2,Low Fat,0.13,Canned,110.69,OUT018,Medium,Tier 3,Supermarket Type2,1223.07,135381.62,Medium,1851822.95,1995.5
1987,FDI57,19.9,Low Fat,0.05,Seafood,196.88,OUT013,High,Tier 3,Supermarket Type1,2562.0,504406.56,High,2142663.66,2299.0
2009,FDP48,7.5,Regular,0.04,Baking Goods,183.0,OUT018,Medium,Tier 3,Supermarket Type2,4394.28,804153.24,High,1851822.95,1995.5
1985,FDG33,5.4,Regular,0.25,Seafood,172.28,OUT019,Small,Tier 1,Grocery Store,171.78,29594.26,High,3633620.22,2483.68
1985,FDD52,18.3,Regular,0.18,Dairy,109.16,OUT027,Medium,Tier 3,Supermarket Type3,1867.57,203863.94,Medium,3633620.22,2483.68
2004,FDQ55,13.7,Regular,0.01,Fruits and Veg,114.78,OUT035,Small,Tier 2,Supermarket Type1,3455.5,396622.29,Medium,2268123.09,2438.84
2009,FDJ34,11.8,Regular,0.09,Snack Foods,124.57,OUT018,Medium,Tier 3,Supermarket Type2,1001.36,124739.42,Medium,1851822.95,1995.5
1987,FDQ16,19.7,Low Fat,0.04,Frozen Foods,109.19,OUT013,High,Tier 3,Supermarket Type1,1637.87,178839.03,Medium,2142663.66,2299.0
1997,FDY25,12.0,Low Fat,0.03,Canned,181.9,OUT046,Small,Tier 1,Supermarket Type1,4527.44,823541.34,High,2118395.35,2277.84
1997,FDS44,12.7,Regular,0.16,Fruits and Veg,239.65,OUT046,Small,Tier 1,Supermarket Type1,3845.66,921612.42,High,2118395.35,2277.84
2002,FDV45,16.8,Low Fat,0.05,Snack Foods,187.96,OUT045,Medium,Tier 2,Supermarket Type1,2816.33,529357.39,High,2036725.6,2192.38
1985,FDA28,16.1,Regular,0.05,Frozen Foods,125.74,OUT027,Medium,Tier 3,Supermarket Type3,3020.07,379743.6,Medium,3633620.22,2483.68
1985,FDL33,7.2,Low Fat,0.1,Snack Foods,194.45,OUT027,Medium,Tier 3,Supermarket Type3,4697.88,913502.77,High,3633620.22,2483.68
2007,FDG12,6.6,Regular,0.01,Baking Goods,121.11,OUT017,Medium,Tier 2,Supermarket Type1,2651.22,321089.25,Medium,2167465.52,2340.68
1985,FDU36,6.2,Low Fat,0.0,Baking Goods,100.14,OUT027,Medium,Tier 3,Supermarket Type3,2956.15,296028.86,Medium,3633620.22,2483.68
2007,NCZ30,6.6,Low Fat,0.0,Household,119.11,OUT017,Medium,Tier 2,Supermarket Type1,964.08,114831.57,Medium,2167465.52,2340.68
2009,FDI20,19.1,Low Fat,0.04,Fruits and Veg,210.86,OUT018,Medium,Tier 3,Supermarket Type2,6331.76,1335114.91,High,1851822.95,1995.5
1985,DRH39,20.7,Low Fat,0.09,Dairy,75.87,OUT027,Medium,Tier 3,Supermarket Type3,2450.14,185892.12,Medium,3633620.22,2483.68
1987,FDY57,20.2,Regular,0.12,Snack Foods,97.38,OUT013,High,Tier 3,Supermarket Type1,958.75,93363.08,Medium,2142663.66,2299.0
1999,FDO01,21.1,Regular,0.02,Breakfast,128.8,OUT049,Medium,Tier 1,Supermarket Type1,1927.49,248260.71,Medium,2183969.98,2348.35
2002,DRG36,14.2,Low Fat,0.1,Soft Drinks,171.01,OUT045,Medium,Tier 2,Supermarket Type1,4106.65,702278.22,High,2036725.6,2192.38
2004,FDO22,13.5,Regular,0.0,Snack Foods,78.4,OUT035,Small,Tier 2,Supermarket Type1,1438.13,112749.39,Medium,2268123.09,2438.84
2009,FDR01,5.4,Regular,0.05,Canned,198.67,OUT018,Medium,Tier 3,Supermarket Type2,2388.89,474600.78,High,1851822.95,1995.5
1985,FDK58,11.4,Regular,0.04,Snack Foods,102.4,OUT027,Medium,Tier 3,Supermarket Type3,2428.84,248713.22,Medium,3633620.22,2483.68
2004,FDM22,14.0,Regular,0.04,Snack Foods,54.06,OUT035,Small,Tier 2,Supermarket Type1,1118.54,60468.27,Low,2268123.09,2438.84
2009,NCE31,7.7,Low Fat,0.19,Household,35.72,OUT018,Medium,Tier 3,Supermarket Type2,69.24,2473.25,Low,1851822.95,1995.5
1997,NCA05,20.8,Low Fat,0.03,Health and Hygiene,150.07,OUT046,Small,Tier 1,Supermarket Type1,2524.05,378784.18,High,2118395.35,2277.84
1985,FDT14,10.7,Regular,0.13,Dairy,120.74,OUT027,Medium,Tier 3,Supermarket Type3,2756.41,332808.94,Medium,3633620.22,2483.68
1985,NCA42,7.0,Low Fat,0.03,Household,158.06,OUT027,Medium,Tier 3,Supermarket Type3,4595.35,726341.02,High,3633620.22,2483.68
2009,FDX47,6.6,Regular,0.03,Breads,158.83,OUT018,Medium,Tier 3,Supermarket Type2,4399.61,698790.06,High,1851822.95,1995.5
2007,FDR34,17.0,Regular,0.02,Snack Foods,228.44,OUT017,Medium,Tier 2,Supermarket Type1,8245.27,1883549.48,High,2167465.52,2340.68
2004,FDU39,18.9,Low Fat,0.04,Meat,60.46,OUT035,Small,Tier 2,Supermarket Type1,1125.87,68070.1,Low,2268123.09,2438.84
2004,FDA07,7.6,Regular,0.03,Fruits and Veg,121.01,OUT035,Small,Tier 2,Supermarket Type1,2082.62,252017.85,Medium,2268123.09,2438.84
1985,FDC17,12.2,Low Fat,0.02,Frozen Foods,208.99,OUT027,Medium,Tier 3,Supermarket Type3,9678.07,2022619.85,High,3633620.22,2483.68
2007,FDJ14,10.3,Regular,0.05,Canned,78.7,OUT017,Medium,Tier 2,Supermarket Type1,1757.71,138331.78,Medium,2167465.52,2340.68
2004,FDQ48,14.3,Regular,0.03,Baking Goods,98.17,OUT035,Small,Tier 2,Supermarket Type1,489.36,48040.47,Medium,2268123.09,2438.84
1987,DRJ35,10.1,Low Fat,0.05,Hard Drinks,59.99,OUT013,High,Tier 3,Supermarket Type1,484.7,29077.15,Low,2142663.66,2299.0
1987,NCL19,15.4,Low Fat,0.02,Others,143.95,OUT013,High,Tier 3,Supermarket Type1,3006.09,432726.66,Medium,2142663.66,2299.0
2009,NCO06,19.3,Low Fat,0.11,Household,33.46,OUT018,Medium,Tier 3,Supermarket Type2,441.43,14770.25,Low,1851822.95,1995.5
2004,NCL30,18.1,Low Fat,0.05,Household,127.33,OUT035,Small,Tier 2,Supermarket Type1,1150.5,146493.17,Medium,2268123.09,2438.84
2004,FDR48,11.7,Low Fat,0.0,Baking Goods,152.6,OUT035,Small,Tier 2,Supermarket Type1,303.6,46329.36,High,2268123.09,2438.84
2002,NCY41,16.8,Low Fat,0.08,Health and Hygiene,37.65,OUT045,Medium,Tier 2,Supermarket Type1,575.25,21658.16,Low,2036725.6,2192.38
2004,FDX33,9.2,Regular,0.12,Snack Foods,158.96,OUT035,Small,Tier 2,Supermarket Type1,2246.41,357089.33,High,2268123.09,2438.84
2007,FDS25,6.9,Regular,0.14,Canned,111.42,OUT017,Medium,Tier 2,Supermarket Type1,2984.12,332490.65,Medium,2167465.52,2340.68
2002,FDR52,12.7,Regular,0.08,Frozen Foods,191.38,OUT045,Medium,Tier 2,Supermarket Type1,2675.18,511975.95,High,2036725.6,2192.38
2002,FDT16,9.9,Regular,0.05,Frozen Foods,260.53,OUT045,Medium,Tier 2,Supermarket Type1,8851.15,2305990.11,High,2036725.6,2192.38
2002,FDW37,19.2,Low Fat,0.12,Canned,89.75,OUT045,Medium,Tier 2,Supermarket Type1,2082.62,186915.15,Medium,2036725.6,2192.38
1999,FDH46,6.9,Regular,0.04,Snack Foods,103.13,OUT049,Medium,Tier 1,Supermarket Type1,820.27,84594.45,Medium,2183969.98,2348.35
2009,FDU36,6.2,Low Fat,0.05,Baking Goods,100.54,OUT018,Medium,Tier 3,Supermarket Type2,1675.15,168419.58,Medium,1851822.95,1995.5
2009,FDL44,18.3,Low Fat,0.01,Fruits and Veg,162.89,OUT018,Medium,Tier 3,Supermarket Type2,647.16,105415.89,High,1851822.95,1995.5
2004,FDR49,8.7,Low Fat,0.14,Canned,46.14,OUT035,Small,Tier 2,Supermarket Type1,383.5,17694.69,Low,2268123.09,2438.84
2007,FDQ34,10.9,Low Fat,0.16,Snack Foods,107.46,OUT017,Medium,Tier 2,Supermarket Type1,1693.8,182015.75,Medium,2167465.52,2340.68
1985,NCU17,5.3,Low Fat,0.09,Health and Hygiene,101.67,OUT027,Medium,Tier 3,Supermarket Type3,1426.14,144995.65,Medium,3633620.22,2483.68
1987,FDN34,15.6,Regular,0.0,Snack Foods,170.61,OUT013,High,Tier 3,Supermarket Type1,6595.41,1125242.9,High,2142663.66,2299.0
2002,FDK56,9.7,Low Fat,0.13,Fruits and Veg,185.29,OUT045,Medium,Tier 2,Supermarket Type1,3367.62,623986.31,High,2036725.6,2192.38
1985,FDG21,17.4,Regular,0.15,Seafood,148.71,OUT027,Medium,Tier 3,Supermarket Type3,1797.66,267330.02,Medium,3633620.22,2483.68
